epoch,step,train_loss
0,49,3.074944496154785
0,99,2.790482759475708
0,149,2.6738688945770264
0,199,2.6456212997436523
0,249,2.615281343460083
0,299,2.5870931148529053
0,349,2.594571828842163
0,399,2.569030284881592
0,449,2.553194046020508
0,499,2.5499815940856934
0,549,2.566275119781494
0,599,2.555023193359375
0,649,2.551621437072754
0,699,2.551032543182373
0,749,2.552199363708496
0,799,2.5442612171173096
0,849,2.5232532024383545
0,899,2.535611152648926
0,949,2.5312490463256836
0,999,2.534458875656128
0,1049,2.540386199951172
0,1099,2.5445077419281006
0,1149,2.536728620529175
0,1199,2.5318052768707275
0,1249,2.5429601669311523
0,1299,2.534043312072754
0,1349,2.548682928085327
0,1399,2.526759624481201
0,1449,2.5202724933624268
0,1499,2.5519721508026123
0,1549,2.551025867462158
0,1599,2.5266470909118652
0,1649,2.520275831222534
0,1699,2.5392472743988037
0,1749,2.5299713611602783
0,1799,2.518613815307617
0,1849,2.5337154865264893
0,1899,2.5232882499694824
0,1949,2.5309581756591797
0,1999,2.527337074279785
0,2049,2.5325021743774414
0,2099,2.5330567359924316
0,2149,2.519296646118164
0,2199,2.523361921310425
0,2249,2.5357391834259033
0,2299,2.541889190673828
0,2349,2.5118212699890137
0,2399,2.5222766399383545
0,2449,2.5372681617736816
0,2499,2.5312936305999756
0,2549,2.525562286376953
0,2599,2.510244369506836
0,2649,2.5282156467437744
0,2699,2.5337085723876953
0,2749,2.5317559242248535
0,2799,2.516650438308716
0,2849,2.508354902267456
0,2899,2.520170211791992
0,2949,2.5216124057769775
0,2999,2.5094223022460938
0,3049,2.5188076496124268
0,3099,2.515869140625
0,3149,2.52335786819458
0,3199,2.5198512077331543
0,3249,2.51505708694458
1,3299,2.4909324645996094
1,3349,2.5153391361236572
1,3399,2.513859272003174
1,3449,2.5206761360168457
1,3499,2.523643970489502
1,3549,2.52078914642334
1,3599,2.5191845893859863
1,3649,2.512821674346924
1,3699,2.517212390899658
1,3749,2.524768114089966
1,3799,2.542419672012329
1,3849,2.5411758422851562
1,3899,2.536848306655884
1,3949,2.5182199478149414
1,3999,2.502401113510132
1,4049,2.5244805812835693
1,4099,2.514061450958252
1,4149,2.5187032222747803
1,4199,2.519456148147583
1,4249,2.5209953784942627
1,4299,2.510650873184204
1,4349,2.5246667861938477
1,4399,2.5162765979766846
1,4449,2.5205891132354736
1,4499,2.524054765701294
1,4549,2.515789747238159
1,4599,2.5263946056365967
1,4649,2.5211286544799805
1,4699,2.5240416526794434
1,4749,2.51000714302063
1,4799,2.5270376205444336
1,4849,2.4960920810699463
1,4899,2.5166847705841064
1,4949,2.523418426513672
1,4999,2.510000705718994
1,5049,2.5139687061309814
1,5099,2.5213510990142822
1,5149,2.5197293758392334
1,5199,2.506812572479248
1,5249,2.5151803493499756
1,5299,2.523509979248047
1,5349,2.522705554962158
1,5399,2.522296905517578
1,5449,2.508030414581299
1,5499,2.5179896354675293
1,5549,2.516249179840088
1,5599,2.5255606174468994
1,5649,2.511273145675659
1,5699,2.5164482593536377
1,5749,2.5104782581329346
1,5799,2.5203793048858643
1,5849,2.5131077766418457
1,5899,2.516519069671631
1,5949,2.5220372676849365
1,5999,2.536832571029663
1,6049,2.5327541828155518
1,6099,2.5214200019836426
1,6149,2.5193264484405518
1,6199,2.5201058387756348
1,6249,2.519472122192383
1,6299,2.5118257999420166
1,6349,2.507903575897217
1,6399,2.5246777534484863
1,6449,2.50692081451416
1,6499,2.5147297382354736
2,6549,2.516129732131958
2,6599,2.5238428115844727
2,6649,2.511467456817627
2,6699,2.504589319229126
2,6749,2.5030064582824707
2,6799,2.50982666015625
2,6849,2.506075143814087
2,6899,2.5108015537261963
2,6949,2.5093839168548584
2,6999,2.509326934814453
2,7049,2.523036479949951
2,7099,2.517089366912842
2,7149,2.516737937927246
2,7199,2.5060431957244873
2,7249,2.5117902755737305
2,7299,2.5142035484313965
2,7349,2.510403633117676
2,7399,2.5045220851898193
2,7449,2.5021488666534424
2,7499,2.5109469890594482
2,7549,2.5132007598876953
2,7599,2.518648147583008
2,7649,2.4958906173706055
2,7699,2.5119409561157227
2,7749,2.493626832962036
2,7799,2.514899492263794
2,7849,2.5175399780273438
2,7899,2.5139667987823486
2,7949,2.518742084503174
2,7999,2.5220470428466797
2,8049,2.5233185291290283
2,8099,2.519538402557373
2,8149,2.500366687774658
2,8199,2.526885986328125
2,8249,2.5222811698913574
2,8299,2.510903835296631
2,8349,2.508765697479248
2,8399,2.5216195583343506
2,8449,2.514892101287842
2,8499,2.5054638385772705
2,8549,2.5066158771514893
2,8599,2.51465106010437
2,8649,2.512171745300293
2,8699,2.484947443008423
2,8749,2.5161709785461426
2,8799,2.5148186683654785
2,8849,2.5157713890075684
2,8899,2.5139827728271484
2,8949,2.492612838745117
2,8999,2.527453660964966
2,9049,2.5120131969451904
2,9099,2.5042519569396973
2,9149,2.5154714584350586
2,9199,2.497852087020874
2,9249,2.5148284435272217
2,9299,2.4992644786834717
2,9349,2.502025842666626
2,9399,2.5249361991882324
2,9449,2.523176670074463
2,9499,2.52410888671875
2,9549,2.5087597370147705
2,9599,2.515622854232788
2,9649,2.5304722785949707
2,9699,2.511512279510498
2,9749,2.512916088104248
2,9799,2.5244481563568115
3,9849,2.5132129192352295
3,9899,2.5056045055389404
3,9949,2.519730567932129
3,9999,2.5095791816711426
3,10049,2.497347831726074
3,10099,2.530872344970703
3,10149,2.504453659057617
3,10199,2.5365028381347656
3,10249,2.5201199054718018
3,10299,2.5148138999938965
3,10349,2.5217819213867188
3,10399,2.5002615451812744
3,10449,2.496492385864258
3,10499,2.5201847553253174
3,10549,2.5194432735443115
3,10599,2.523085594177246
3,10649,2.491506814956665
3,10699,2.5168397426605225
3,10749,2.5166091918945312
3,10799,2.509932041168213
3,10849,2.511528491973877
3,10899,2.5216517448425293
3,10949,2.5074715614318848
3,10999,2.5150768756866455
3,11049,2.5242741107940674
3,11099,2.516418933868408
3,11149,2.5129075050354004
3,11199,2.5110466480255127
3,11249,2.5239875316619873
3,11299,2.5047223567962646
3,11349,2.493941068649292
3,11399,2.5182149410247803
3,11449,2.519974946975708
3,11499,2.5227978229522705
3,11549,2.5067028999328613
3,11599,2.506530284881592
3,11649,2.503361463546753
3,11699,2.5081734657287598
3,11749,2.508240222930908
3,11799,2.510589838027954
3,11849,2.513906240463257
3,11899,2.517338514328003
3,11949,2.5251762866973877
3,11999,2.5019168853759766
3,12049,2.509984254837036
3,12099,2.5254604816436768
3,12149,2.5068020820617676
3,12199,2.520010471343994
3,12249,2.5050973892211914
3,12299,2.5298750400543213
