epoch,step,train_loss
0,49,3.11483097076416
0,99,2.805415630340576
0,149,2.6762802600860596
0,199,2.629030704498291
0,249,2.628786563873291
0,299,2.588221549987793
0,349,2.590343475341797
0,399,2.566481113433838
0,449,2.5701191425323486
0,499,2.5631651878356934
0,549,2.555222272872925
0,599,2.5569076538085938
0,649,2.545241594314575
0,699,2.5609335899353027
0,749,2.528665542602539
0,799,2.518660545349121
0,849,2.528921365737915
0,899,2.536771535873413
0,949,2.5248758792877197
0,999,2.551711082458496
0,1049,2.522753953933716
0,1099,2.542346715927124
0,1149,2.5307676792144775
0,1199,2.5220298767089844
0,1249,2.5321619510650635
0,1299,2.524722099304199
0,1349,2.5212490558624268
0,1399,2.5210726261138916
0,1449,2.531222105026245
0,1499,2.5320022106170654
0,1549,2.5225636959075928
0,1599,2.523841619491577
0,1649,2.501828908920288
0,1699,2.519096851348877
0,1749,2.516035318374634
0,1799,2.5136380195617676
0,1849,2.530137300491333
0,1899,2.5236008167266846
0,1949,2.516204833984375
0,1999,2.516249656677246
0,2049,2.517047166824341
0,2099,2.536555767059326
0,2149,2.5218346118927
0,2199,2.5275111198425293
0,2249,2.5209381580352783
0,2299,2.5155489444732666
0,2349,2.5177981853485107
0,2399,2.5287556648254395
0,2449,2.52594256401062
0,2499,2.5458014011383057
0,2549,2.5066115856170654
0,2599,2.5103235244750977
0,2649,2.5207533836364746
0,2699,2.5171585083007812
0,2749,2.5182993412017822
0,2799,2.532144546508789
0,2849,2.510263442993164
0,2899,2.519434690475464
0,2949,2.517228603363037
0,2999,2.5037295818328857
0,3049,2.5211148262023926
0,3099,2.5182435512542725
0,3149,2.5085220336914062
0,3199,2.532140016555786
0,3249,2.5122108459472656
1,3299,2.510765790939331
1,3349,2.513242721557617
1,3399,2.528266191482544
1,3449,2.521059513092041
1,3499,2.5262224674224854
1,3549,2.518770933151245
1,3599,2.519227981567383
1,3649,2.5082976818084717
1,3699,2.5116872787475586
1,3749,2.5197861194610596
1,3799,2.5139434337615967
1,3849,2.5174412727355957
1,3899,2.5175435543060303
1,3949,2.5040929317474365
1,3999,2.5215909481048584
1,4049,2.532602071762085
1,4099,2.5215883255004883
1,4149,2.5269813537597656
1,4199,2.5239405632019043
1,4249,2.4978671073913574
1,4299,2.5253801345825195
1,4349,2.508226156234741
1,4399,2.511216402053833
1,4449,2.5214006900787354
1,4499,2.5144808292388916
1,4549,2.516451597213745
1,4599,2.5099401473999023
1,4649,2.5187320709228516
1,4699,2.5196871757507324
1,4749,2.513157606124878
1,4799,2.513915538787842
1,4849,2.5132713317871094
1,4899,2.5127081871032715
1,4949,2.5019547939300537
1,4999,2.5252292156219482
