1642;1;0.000000;0.200000;0.000000;0.266667;0.533333
1102;5;0.000000;0.166667;0.066667;0.700000;0.066667
549;7;0.033333;0.066667;0.866667;0.033333;0.000000
1641;5;0.100000;0.033333;0.600000;0.266667;0.000000
546;3;0.033333;0.266667;0.000000;0.500000;0.200000
1096;1;0.000000;0.533333;0.000000;0.433333;0.033333
5;1;0.000000;0.000000;0.000000;1.000000;0.000000
559;2;0.000000;0.000000;0.000000;1.000000;0.000000
12;1;0.033333;0.000000;0.166667;0.500000;0.300000
1659;4;0.000000;0.000000;1.000000;0.000000;0.000000
566;2;0.000000;0.100000;0.000000;0.833333;0.066667
19;2;0.000000;0.000000;1.000000;0.000000;0.000000
564;2;0.000000;0.033333;0.000000;0.966667;0.000000
1662;1;0.000000;0.200000;0.533333;0.233333;0.033333
1112;7;0.000000;0.000000;0.000000;0.933333;0.066667
575;7;0.266667;0.033333;0.000000;0.600000;0.100000
24;9;0.000000;0.000000;0.000000;0.000000;0.000000
572;2;0.100000;0.100000;0.400000;0.366667;0.033333
1648;1;0.000000;0.033333;0.000000;0.966667;0.000000
569;9;0.000000;0.033333;0.000000;0.833333;0.133333
31;2;0.000000;0.000000;0.000000;0.033333;0.966667
1135;1;0.000000;0.033333;0.900000;0.066667;0.000000
1611;5;0.000000;0.000000;0.000000;0.000000;1.000000
512;2;0.933333;0.000000;0.000000;0.066667;0.000000
1613;4;0.000000;0.000000;0.000000;0.966667;0.033333
1131;3;0.000000;0.000000;0.000000;0.900000;0.100000
1614;1;0.000000;0.166667;0.000000;0.733333;0.100000
1600;1;0.500000;0.133333;0.033333;0.333333;0.000000
526;1;0.000000;0.900000;0.033333;0.066667;0.000000
1604;2;0.066667;0.233333;0.000000;0.666667;0.033333
1122;1;0.000000;0.000000;0.000000;0.766667;0.233333
523;2;0.000000;0.000000;0.000000;0.000000;1.000000
532;3;0.100000;0.466667;0.033333;0.366667;0.033333
535;4;0.066667;0.800000;0.033333;0.066667;0.033333
