,MOVIE_ID,TITLE,TMDB_ID,title,director,production_companies,genres,popularity,rating,actors,overview
84,85,Mary and Max,24238,Mary and Max,['Adam Elliot'],['Melodrama Pictures'],"['Animation', 'Comedy', 'Drama']",59.889,7.8,"['Eric Bana', 'Philip Seymour Hoffman', 'Toni Collette', 'Barry Humphries', 'Christopher Massey', 'Julie Forsyth', ""Ian 'Molly' Meldrum"", 'Adam Elliot', 'Hamish Hughes', 'John Flaus']","['Mary', 'Melbourne', 'Max', 'York', 'living', 'pals', 'lonely', 'girl', 'severely', 'tale']"
85,86,Memento,77,Memento,['Christopher Nolan'],"['Newmarket Films', 'Summit Entertainment', 'Team Todd', 'I Remember Productions']","['Mystery', 'Thriller']",35.233,8.2,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Jorja Fox', 'Stephen Tobolowsky', 'Mark Boone Junior', 'Callum Keith Rennie', 'Thomas Lennon', 'Harriet Sansom Harris', 'Marianne Muellerleile']","['Shelby', 'Leonard', 'wife', 'tracking', 'man', 'raped', 'murdered', 'killer', 'rare', 'untreatable']"
86,87,Metropolis,19,Metropolis,['Fritz Lang'],['UFA'],"['Drama', 'Science Fiction']",31.635,8.1,"['Brigitte Helm', 'Rudolf Klein-Rogge', 'Alfred Abel', 'Georg John', 'Fritz Rasp', 'Theodor Loos', 'Gustav Fröhlich', 'Heinrich George', 'Heinrich Gotho', 'Fritz Alberti']","['city', 'poor', 'differences', 'futuristic', 'sharply', 'divided', 'rich', 'son', 'mastermind', 'meets']"
87,88,Million Dollar Baby,70,Million Dollar Baby,['Clint Eastwood'],"['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'ASR Productions', 'Warner Bros. Pictures']",['Drama'],34.106,7.955,"['Clint Eastwood', 'Morgan Freeman', 'Anthony Mackie', 'Michael Peña', 'Riki Lindhome', 'Christina Cox', 'Jay Baruchel', 'Mike Colter', 'Hilary Swank', 'Benito Martinez']","['Frankie', 'Fitzgerald', 'Dunn', 'Maggie', 'Despondent', 'daughter', 'trainer', 'life', 'painful', 'estrangement']"
88,89,Modern Times,3082,Modern Times,['Charlie Chaplin'],['Charles Chaplin Productions'],"['Comedy', 'Drama', 'Romance']",26.608,8.293,"['Charlie Chaplin', 'Paulette Goddard', 'Heinie Conklin', 'Gloria DeHaven', 'Stanley Blystone', 'Louis Natheaux', 'Richard Alexander', 'Henry Bergman', 'Frank Hagney', 'Pat Flaherty']","['wrong', 'time', 'woman', 'time.', 'bumbling', 'tramp', 'desires', 'build', 'home', 'young']"
89,90,Mononoke-hime,128,Princess Mononoke,['宮崎駿'],"['Studio Ghibli', 'Nibariki', 'dentsu Music And Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']","['Adventure', 'Fantasy', 'Animation']",91.772,8.336,"['田中裕子', '小林薫', '石田ゆり子', '島本須美', '美輪明宏', '松田洋治', '加藤貴子', '佐藤允', '菅原大吉', '森繁久彌']","['Emishi', 'Ashitaka', 'people', 'cure', 'find', 'prince', 'disappearing', 'cursed', 'demonized', 'boar']"
90,91,"Monsters, Inc.",585,"Monsters, Inc.",['Pete Docter'],['Pixar'],"['Animation', 'Comedy', 'Family']",246.932,7.8,"['Steve Buscemi', 'John Goodman', 'Jennifer Tilly', 'Billy Crystal', 'Bonnie Hunt', 'Wallace Shawn', 'James Coburn', 'Frank Oz', 'Teresa Ganzel', 'David Silverman']","['Inc.', 'Monstropolis', 'Sulley', 'Wazowski', 'Mike', 'Monsters', 'Lovable', 'wisecracking', 'sidekick', 'top']"
91,92,Monty Python and the Holy Grail,762,Monty Python and the Holy Grail,"['Terry Jones', 'Terry Gilliam']","['Python (Monty) Pictures Limited', 'Michael White Productions', 'National Film Trustee Company']","['Adventure', 'Comedy', 'Fantasy']",33.031,7.8,"['John Cleese', 'Michael Palin', 'Connie Booth', 'Terry Gilliam', 'Graham Chapman', 'Eric Idle', 'Rita Davies', 'Terry Jones', 'Terry Jones', 'Carol Cleveland']","['Sir', 'Table', 'Wise', 'Brave', 'Pure', 'Arthur', 'Round', 'Bedevere', 'Lancelot', 'Robin']"
92,93,Monty Python's Life of Brian,583,Life of Brian,['Terry Jones'],"['Handmade Films', 'Python (Monty) Pictures Limited']",['Comedy'],54.44,7.8,"['George Harrison', 'John Cleese', 'Michael Palin', 'Terry Gilliam', 'Graham Chapman', 'Eric Idle', 'Gwen Taylor', 'Sue Jones-Davies', 'Kenneth Colley', 'Terry Jones']","['Messiah', 'Cohen', 'Jewish', 'Brian', 'man', 'events', 'average', 'young', 'series', 'ridiculous']"
93,94,Mr. Smith Goes to Washington,3083,Mr. Smith Goes to Washington,['Frank Capra'],['Columbia Pictures'],"['Comedy', 'Drama']",30.23,7.9,"['James Stewart', 'Charles Lane', 'William Demarest', 'Thomas Mitchell', 'Beulah Bondi', 'John Russell', 'Claude Rains', 'Philo McCullough', 'Milton Kibbee', 'Harry Carey']","['Smith', 'Rangers', 'Jefferson', 'Boy', 'United', 'Senate', 'Naive', 'leader', 'state', 'idealistic']"
94,95,Mystic River,322,Mystic River,['Clint Eastwood'],"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'NPV Entertainment', 'Malpaso Productions']","['Thriller', 'Crime', 'Drama', 'Mystery']",67.077,7.7,"['Kevin Bacon', 'Emmy Rossum', 'Laurence Fishburne', 'Sean Penn', 'Ari Graynor', 'Connor Paolo', 'Tim Robbins', 'Laura Linney', 'Marcia Gay Harden', ""Jenny O'Hara""]","['tragedy', 'lives', 'men', 'childhood', 'friends', 'shattered', 'suffers', 'family']"
95,96,Network,10774,Network,['Sidney Lumet'],['Metro-Goldwyn-Mayer'],['Drama'],21.412,7.8,"['Conchata Ferrell', 'Faye Dunaway', 'Lance Henriksen', 'Robert Duvall', 'William Holden', 'Ned Beatty', 'Lane Smith', 'Ken Kercheval', 'Darryl Hickman', 'William Prince']","['Howard', 'Beale', 'post', 'age', 'broadcast', 'veteran', 'anchorman', 'forced', 'retire', 'announces']"
96,97,No Country for Old Men,6977,No Country for Old Men,"['Joel Coen', 'Ethan Coen']","['Miramax', 'Paramount Vantage', 'Scott Rudin Productions', 'Mike Zoss Productions']","['Crime', 'Drama', 'Thriller']",59.051,7.9,"['Woody Harrelson', 'Josh Brolin', 'Javier Bardem', 'Stephen Root', 'Kelly Macdonald', 'Tommy Lee Jones', 'Garret Dillahunt', 'Barry Corbin', 'Caleb Landry Jones', 'Tess Harper']","['Moss', 'Texas', 'Anton', 'Chigurh', 'Tom', 'Bell', 'Llewelyn', 'bodies', 'million', 'desert']"
97,98,North by Northwest,213,North by Northwest,['Alfred Hitchcock'],['Metro-Goldwyn-Mayer'],"['Thriller', 'Adventure']",28.662,7.983,"['James Mason', 'Olan Soule', 'Alfred Hitchcock', 'Cary Grant', 'Martin Landau', 'Adam Williams', 'Robert Shayne', 'Carleton Young', 'Malcolm Atterbury', 'Jeremy Slate']","['Roger', 'Thornhill', 'Advertising', 'spy', 'triggering', 'chase', 'man', 'mistaken', 'deadly', 'cross-country']"
98,99,Notorious,303,Notorious,['Alfred Hitchcock'],"['RKO Radio Pictures', 'Vanguard Films']","['Thriller', 'Romance', 'Mystery']",26.682,7.7,"['Alfred Hitchcock', 'Cary Grant', 'Virginia Gregg', 'Ingrid Bergman', 'Claude Rains', 'Friedrich von Ledebur', 'Ivan Triesault', 'Bea Benaderet', 'Elizabeth Wilson', 'Bess Flowers']","['Alicia', 'justice', 'government', 'Sebastian', 'Huberman', 'order', 'bring', 'agent', 'Devlin', 'American']"
99,100,Nuovo Cinema Paradiso,11216,Cinema Paradiso,['Giuseppe Tornatore'],"['RAI', 'Tre Forum', 'Les Films Ariane', 'TF1 Films Production']","['Drama', 'Romance']",58.125,8.4,"['Philippe Noiret', 'Brigitte Fossey', 'Marco Leonardi', 'Nino Terzo', 'Enzo Cannavale', 'Agnese Nano', 'Leopoldo Trieste', 'Jacques Perrin', 'Tano Cimarosa', 'Giuseppe Tornatore']","['childhood', 'projectionist', 'theater', 'filmmaker', 'recalls', 'fell', 'love', 'movies', 'village', 'formed']"
100,101,On the Waterfront,654,On the Waterfront,['Elia Kazan'],"['Columbia Pictures', 'Horizon Pictures']","['Crime', 'Drama', 'Romance']",25.488,7.924,"['Marlon Brando', 'Lee J. Cobb', 'Martin Balsam', 'Karl Malden', 'Fred Gwynne', 'Nehemiah Persoff', 'Rod Steiger', 'Pat Hingle', 'Katherine MacGregor', 'Leif Erickson']","['Malloy', 'Terry', 'dockworker', 'boxer', 'death', 'kindhearted', 'tricked', 'corrupt', 'bosses', 'leading']"
101,102,Once Upon a Time in America,311,Once Upon a Time in America,['Sergio Leone'],"['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'PSO', 'Warner Bros. Pictures']","['Drama', 'Crime']",60.848,8.413,"['Jennifer Connelly', 'Robert De Niro', 'Joe Pesci', 'James Woods', 'Treat Williams', 'Elizabeth McGovern', 'Darlanne Fluegel', 'Danny Aiello', 'Brian Bloom', 'James Russo']","['Prohibition-era', 'Jewish', 'Lower', 'East', 'Side', 'Manhattan', 'life', 'gangster', 'returns', 'thirty']"
102,103,One Flew Over the Cuckoo's Nest,510,One Flew Over the Cuckoo's Nest,['Miloš Forman'],"['Fantasy Films', 'United Artists']",['Drama'],62.143,8.4,"['Christopher Lloyd', 'Anjelica Huston', 'Jack Nicholson', 'Danny DeVito', 'Brad Dourif', 'Will Sampson', 'Mimi Sarkisian', 'Michael Berryman', 'Scatman Crothers', 'Audrey Landers']","['prison', 'ward', 'petty', 'criminal', 'fakes', 'insanity', 'serve', 'sentence', 'mental', 'patients']"
103,104,Papillon,5924,Papillon,['Franklin J. Schaffner'],"['Allied Artists Pictures', 'Solar Productions', 'Corona-General']","['Crime', 'Drama']",43.988,7.8,"['Dustin Hoffman', 'Steve McQueen', 'Woodrow Parfrey', 'Richard Farnsworth', 'Anthony Zerbe', 'Liam Dunn', 'Bill Mumy', 'John Quade', 'Don Gordon', 'George Coulouris']","['man', 'island', 'escape', 'befriends', 'fellow', 'criminal', 'begin', 'serving', 'sentence', 'dreadful']"
104,105,Paths of Glory,975,Paths of Glory,['Stanley Kubrick'],"['Bryna Productions', 'United Artists', 'Harris-Kubrick Productions']","['War', 'Drama', 'History']",40.842,8.3,"['Richard Anderson', 'Timothy Carey', 'Kirk Douglas', 'Joe Turkel', 'Emile Meyer', 'George Macready', 'Wayne Morris', 'Bert Freed', 'Ralph Meeker', 'Adolphe Menjou']","['French', 'Army', 'commanding', 'officer', 'defends', 'scapegoats', 'trial', 'failed', 'offensive', 'occurred']"
105,106,Per un pugno di dollari,391,A Fistful of Dollars,['Sergio Leone'],"['Jolly Film', 'Ocean Films', 'Constantin Film']",['Western'],41.978,7.8,"['Clint Eastwood', 'Gian Maria Volonté', 'Mario Brega', 'Aldo Sambrell', 'Marianne Koch', 'Antonio Molino Rojo', 'Joseph Egger', 'Benito Stefanelli', 'José Calvo', 'Margarita Lozano']","['Rojo', 'Baxter', 'Mexican', 'Man', 'San', 'Miguel', 'John', 'brothers', 'enters', 'village']"
106,107,Persona,797,Persona,['Ingmar Bergman'],['SF Studios'],['Drama'],24.612,8.2,"['Liv Ullmann', 'Bibi Andersson', 'Gunnar Björnstrand', 'Margaretha Krook', 'Jörgen Lindström']","['Vogler', 'Alma', 'Elisabeth', 'nurse', 'respects', 'talk', 'young', 'put', 'charge', 'actress']"
107,108,Pirates of the Caribbean: The Curse of the Black Pearl,22,Pirates of the Caribbean: The Curse of the Black Pearl,['Gore Verbinski'],"['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['Adventure', 'Fantasy', 'Action']",163.432,7.806,"['Johnny Depp', 'Keira Knightley', 'Zoe Saldaña', 'Orlando Bloom', 'Geoffrey Rush', 'Jonathan Pryce', 'Martin Klebba', 'Mackenzie Crook', 'Kevin McNally', 'Lee Arenberg']","['William', 'Pearl', 'pirate', 'crew', 'Port', 'Royal', 'Elizabeth', 'Swann', 'Turner', 'Jack']"
108,109,Platoon,792,Platoon,['Oliver Stone'],"['Hemdale Film Corporation', 'Cinema 86', 'Cinema 84', 'Orion Pictures', 'Orion']","['Drama', 'War', 'Action']",40.329,7.741,"['Johnny Depp', 'Willem Dafoe', 'Charlie Sheen', 'Tom Berenger', 'Keith David', 'Tony Todd', 'Forest Whitaker', 'Oliver Stone', 'Kevin Dillon', 'Mark Moses']","['Vietnam', 'Chris', 'Taylor', 'man', 'young', 'naive', 'recruit', 'faces', 'moral', 'crisis']"
109,110,Psycho,539,Psycho,['Alfred Hitchcock'],['Shamley Productions'],"['Horror', 'Thriller', 'Mystery']",64.712,8.431,"['Anthony Perkins', 'Vera Miles', 'John Anderson', 'Martin Balsam', 'Alfred Hitchcock', 'Lurene Tuttle', 'Jeanette Nolan', 'Virginia Gregg', 'Janet Leigh', 'Helen Wallace']","['Motel', 'Bates', 'Marion', 'Crane', 'Norman', 'life', 'mother', 'larcenous', 'real', 'estate']"
110,111,Pulp Fiction,680,Pulp Fiction,['Quentin Tarantino'],"['Miramax', 'A Band Apart', 'Jersey Films']","['Thriller', 'Crime']",193.234,8.5,"['Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis', 'Steve Buscemi', 'Quentin Tarantino', 'Tim Roth', 'Ving Rhames', 'John Travolta', 'Christopher Walken', 'Harvey Keitel']","['man', 'partner', 'sprawling', 'comedic', 'caper', 'burger-loving', 'hit', 'philosophical', 'drug-addled', 'gangster']"
111,112,Raging Bull,1578,Raging Bull,['Martin Scorsese'],"['United Artists', 'Chartoff-Winkler Productions']",['Drama'],24.538,7.932,"['Robert De Niro', 'John Turturro', 'Martin Scorsese', 'Joe Pesci', 'Cathy Moriarty', 'Frank Vincent', 'Michael Badalucco', 'Candy Moore', 'Nicholas Colasanto', 'Joseph Bono']","['Jake', 'life', 'LaMotta', 'boxer', 'violence', 'temper', 'led', 'top', 'ring', 'destroyed']"
112,113,Raiders of the Lost Ark,85,Raiders of the Lost Ark,['Steven Spielberg'],"['Paramount Pictures', 'Lucasfilm Ltd.']","['Adventure', 'Action']",78.037,7.927,"['Harrison Ford', 'Alfred Molina', 'Frank Welker', 'John Rhys-Davies', 'Karen Allen', 'Paul Freeman', 'Anthony Higgins', 'Ronald Lacey', 'Rocky Taylor', 'Kiran Shah']","['Jones', 'Covenant', 'Indiana', 'Ark', 'Nazi', 'archaeologist', 'regime', 'tweed-suited', 'professor', 'celebrated']"
113,114,Rain Man,380,Rain Man,['Barry Levinson'],"['United Artists', 'Star Partners II Ltd.', 'Guber/Peters Company']",['Drama'],40.84,7.8,"['Tom Cruise', 'Dustin Hoffman', 'Valeria Golino', 'Bonnie Hunt', 'June Christopher', 'Chris Mulkey', 'Beth Grant', 'Reni Santoni', 'Jake Hoffman', 'Julie Payne']","['Raymond', 'Cincinnati', 'Babbitt', 'Charlie', 'father', 'died', 'million', 'lives', 'car', 'dealer']"
114,115,Ran,11645,Ran,['黒澤明'],"['Nippon Herald Films', 'Greenwich Film Production', 'Herald Ace', 'TOHO']","['Action', 'Drama', 'History']",21.431,8.1,"['仲代達矢', '池畑慎之介', '隆大介', '原田美枝子', '田崎潤', '宮崎美子', '油井昌由樹', '頭師佳孝', '井川比佐志', '二世野村萬斎']","['Ran', 'Japan', 'Akira', 'Shakespeare', 'King', 'Lear', 'Kurosawa', 'legendary', 'director', 'reimagines']"
115,116,Ratatouille,2062,Ratatouille,['Brad Bird'],"['Pixar', 'Walt Disney Pictures']","['Animation', 'Comedy', 'Family', 'Fantasy']",127.441,7.8,"['James Remar', ""Peter O'Toole"", 'Will Arnett', 'Brian Dennehy', 'Ian Holm', 'Janeane Garofalo', 'Brad Bird', 'Brad Garrett', 'Peter Sohn', 'Patton Oswalt']","['Paris', 'Remy', 'palate', 'resident', 'good', 'food', 'sophisticated', 'delight', ""Paris'"", 'love']"
116,117,Rear Window,567,Rear Window,['Alfred Hitchcock'],"['Paramount Pictures', 'Patron Inc.']","['Thriller', 'Mystery']",36.349,8.4,"['James Stewart', 'Alfred Hitchcock', 'Raymond Burr', 'Grace Kelly', 'Gig Young', 'Kathryn Grant', 'Frank Cady', 'Thelma Ritter', 'Wendell Corey', 'Fred Graham']","['murder', 'wheelchair-bound', 'photographer', 'spies', 'neighbors', 'apartment', 'window', 'convinced', 'committed']"
117,118,Rebecca,223,Rebecca,['Alfred Hitchcock'],['Selznick International Pictures'],"['Mystery', 'Romance', 'Thriller', 'Drama']",19.924,7.9,"['Laurence Olivier', 'Alfred Hitchcock', 'Gladys Cooper', 'George Sanders', 'C. Aubrey Smith', 'Nigel Bruce', 'Leo G. Carroll', 'Florence Bates', 'Melville Cooper', 'Reginald Denny']","['Rebecca', 'Story', 'earlier', 'young', 'wife', 'woman', 'marries', 'fascinating', 'widower', 'find']"
118,119,Requiem for a Dream,641,Requiem for a Dream,['Darren Aronofsky'],"['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures']","['Crime', 'Drama']",21.938,8.0,"['Jennifer Connelly', 'Jared Leto', 'Marlon Wayans', 'Keith David', 'Dylan Baker', 'Mark Margolis', 'Christopher McDonald', 'Ellen Burstyn', 'Darren Aronofsky', 'Louise Lasser']","['Coney', 'Island', 'deep', 'drug-induced', 'utopias', 'residents', 'shattered', 'addictions', 'run']"
119,120,Reservoir Dogs,500,Reservoir Dogs,['Quentin Tarantino'],"['Live Entertainment', 'Dog Eat Dog Productions']","['Crime', 'Thriller']",69.261,8.123,"['Steve Buscemi', 'Quentin Tarantino', 'Tim Roth', 'Michael Madsen', 'Harvey Keitel', 'Chris Penn', 'Scott McElroy', 'Lawrence Tierney', 'Randy Brooks', 'Steven Wright']","['informant', 'warehouse', 'botched', 'robbery', 'police', 'pressure', 'mounts', 'aftermath', 'White', 'Orange']"
120,121,Rocky,1366,Rocky,['John G. Avildsen'],['Winkler Films'],['Drama'],69.177,7.8,"['Sylvester Stallone', 'Talia Shire', 'Burgess Meredith', 'Carl Weathers', 'Joe Spinell', 'Michael Dorn', 'Stan Shaw', ""George O'Hanlon"", 'Simmy Bow', 'Lloyd Kaufman']","['Philadelphia', 'opportunity', 'champion', 'uneducated', 'collector', 'loan', 'shark', 'fight', 'world', 'heavyweight']"
121,122,Roman Holiday,804,Roman Holiday,['William Wyler'],['Paramount Pictures'],"['Romance', 'Comedy', 'Drama']",34.775,7.9,"['Audrey Hepburn', 'Gregory Peck', 'Eddie Albert', 'Maurizio Arena', 'Laura Solari', 'Tullio Carminati', 'Paola Borboni', 'Carlo Rizzo', 'Tania Weber', 'Richard McNamara']","['Rome', 'European', 'Joe', 'Ann', 'Overwhelmed', 'schedule', 'touring', 'suffocating', 'princess', 'night']"
122,123,Rope,1580,Rope,['Alfred Hitchcock'],['Transatlantic Pictures'],"['Thriller', 'Crime', 'Drama']",21.272,7.9,"['James Stewart', 'Alfred Hitchcock', 'Cedric Hardwicke', 'Farley Granger', 'Joan Chandler', 'John Dall', 'Constance Collier', 'Douglas Dick', 'Dick Hogan', 'Edith Evanson']","['death', 'longtime', 'friends', 'attempt', 'prove', 'committed', 'perfect', 'murder', 'hosting', 'dinner']"
123,124,Rosemary's Baby,805,Rosemary's Baby,['Roman Polanski'],['William Castle Productions'],"['Drama', 'Horror', 'Thriller']",40.584,7.83,"['Ruth Gordon', 'Tony Curtis', 'Mia Farrow', 'Phil Leeds', 'John Cassavetes', 'Ralph Bellamy', 'Victoria Vetri', 'Charles Grodin', 'Elisha Cook Jr.', 'Maurice Evans']","['Rosemary', 'Guy', 'York', 'couple', 'moves', 'building', 'events', 'family', 'young', 'infamous']"
124,125,Saving Private Ryan,857,Saving Private Ryan,['Steven Spielberg'],"['DreamWorks Pictures', 'Paramount Pictures', 'Amblin Entertainment', 'Mutual Film Company']","['Drama', 'History', 'War']",91.024,8.2,"['Matt Damon', 'Vin Diesel', 'Tom Hanks', 'Bryan Cranston', 'Nathan Fillion', 'Giovanni Ribisi', 'Paul Giamatti', 'Jeremy Davies', 'Adam Goldberg', 'Ted Danson']","['Normandy', 'troops', 'battlefield', 'lines', 'storm', 'beaches', 'brothers', 'lie', 'dead', 'fourth']"
125,126,Scarface,111,Scarface,['Brian De Palma'],"['Universal Pictures', 'Martin Bregman Productions']","['Action', 'Crime', 'Drama']",123.01,8.165,"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio', 'Mark Margolis', 'Robert Loggia', 'Charles Durning', 'Harris Yulin', 'Miriam Colon', 'F. Murray Abraham']","['Tony', 'Miami', 'Cuban', 'Montana', 'drug', 'official', 'green', 'card', 'exchange', 'assassinating']"
126,127,Schindler's List,424,Schindler's List,['Steven Spielberg'],['Amblin Entertainment'],"['Drama', 'History', 'War']",82.748,8.6,"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Embeth Davidtz', 'Mark Ivanir', 'Caroline Goodall', 'Elina Löwensohn', 'Olaf Lubaszenko', 'Agnieszka Wagner', 'Anna Mucha']","['Oskar', 'Schindler', 'Jewish', 'Nazis', 'World', 'War', 'true', 'story', 'businessman', 'saved']"
127,128,Se7en,807,Se7en,['David Fincher'],"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']","['Crime', 'Mystery', 'Thriller']",79.014,8.4,"['Brad Pitt', 'Morgan Freeman', 'Kevin Spacey', 'Michael Reid MacKay', 'Richmond Arquette', 'Gwyneth Paltrow', 'Mark Boone Junior', 'Richard Schiff', 'Bob Stephenson', 'Charles S. Dutton']","['homicide', 'detectives', 'desperate', 'hunt', 'serial', 'crimes', 'based', 'deadly', 'dark', 'haunting']"
128,129,Shutter Island,11324,Shutter Island,['Martin Scorsese'],"['Paramount Pictures', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way']","['Drama', 'Thriller', 'Mystery']",117.525,8.203,"['Leonardo DiCaprio', 'Michelle Williams', 'Ted Levine', 'Ben Kingsley', 'Mark Ruffalo', 'Joseph Sikora', 'Emily Mortimer', 'Jackie Earle Haley', 'Patricia Clarkson', 'Elias Koteas']","['Marshal', 'War', 'Teddy', 'Daniels', 'World', 'insane', 'doctor', 'investigates', 'disappearance', 'patient']"
129,130,Sin City,187,Sin City,"['Robert Rodriguez', 'Frank Miller']","['Dimension Films', 'Troublemaker Studios', 'Miramax']","['Thriller', 'Action', 'Crime']",37.41,7.457,"['Bruce Willis', 'Carla Gugino', 'Jessica Alba', 'Elijah Wood', 'Josh Hartnett', 'Brittany Murphy', 'Alexis Bledel', 'Mickey Rourke', 'Benicio del Toro', 'Devon Aoki']","['Sin', 'Hard-boiled', 'City', 'call', 'Crooked', 'tough', 'corrupt', 'brokenhearted', 'town', 'beckons']"
130,131,Singin' in the Rain,872,Singin' in the Rain,"['Stanley Donen', 'Gene Kelly']",['Metro-Goldwyn-Mayer'],"['Comedy', 'Romance']",34.343,8.2,"['Rita Moreno', 'William Schallert', 'Debbie Reynolds', 'Gene Kelly', 'Jean Hagen', ""Donald O'Connor"", 'Kathleen Freeman', 'Philo McCullough', 'Douglas Fowley', 'Cyd Charisse']","['Hollywood', 'sound', 'silent', 'film', 'production', 'company', 'cast', 'make', 'difficult', 'transition']"
131,132,Sleuth,993,Sleuth,['Joseph L. Mankiewicz'],['Palomar Pictures International'],"['Thriller', 'Mystery', 'Crime', 'Comedy']",14.675,7.7,"['Michael Caine', 'Laurence Olivier', 'John Matthews', 'Eve Channing', 'Teddy Martin', 'Alec Cawthorne']","['lover', 'mystery', 'novelist', 'devises', 'insurance', 'scam', 'wife', 'things', 'Academy', 'Film']"
132,133,Slumdog Millionaire,12405,Slumdog Millionaire,['Danny Boyle'],"['Celador Films', 'Film4 Productions']","['Drama', 'Romance']",36.084,7.732,"['Anil Kapoor', 'Dev Patel', 'Amitabh Bachchan', 'Freida Pinto', 'Irrfan Khan', 'Mahesh Manjrekar', 'Saurabh Shukla', 'Tanay Chheda', 'Sharib Hashmi', 'Anjum Sharma']","['Millionaire', 'Indian', 'teenager', 'reflects', 'life', 'accused', 'cheating', 'version']"
133,134,Snatch,107,Snatch,['Guy Ritchie'],"['SKA Films', 'Columbia Pictures', 'Screen Gems']","['Crime', 'Comedy']",51.175,7.8,"['Jason Statham', 'Brad Pitt', 'Guy Ritchie', 'Stephen Graham', 'Benicio del Toro', 'Rade Šerbedžija', 'Vinnie Jones', 'Jason Flemyng', 'Lennie James', 'Ewen Bremner']","['Russian', 'Jewish', 'Unscrupulous', 'promoters', 'violent', 'bookmakers', 'gangster', 'incompetent', 'diamond', 'boxing']"
134,135,Some Like It Hot,239,Some Like It Hot,['Billy Wilder'],['The Mirisch Company'],"['Comedy', 'Romance', 'Crime']",44.834,8.1,"['Tony Curtis', 'Marilyn Monroe', 'Jack Lemmon', 'Nehemiah Persoff', 'James Dime', 'Joan Shawlee', 'Shep Houghton', 'Pat O’Brien', 'George Raft', 'Grace Lee Whitney']","['gangsters', 'musicians', 'witness', 'mob', 'hit', 'struggle', 'find', 'city', 'found', 'tour']"
135,136,Stand by Me,235,Stand by Me,['Rob Reiner'],"['Columbia Pictures', 'Act III Productions']","['Crime', 'Drama']",48.644,7.9,"['John Cusack', 'Kiefer Sutherland', 'Corey Feldman', 'River Phoenix', ""Jerry O'Connell"", 'Richard Dreyfuss', 'Wil Wheaton', 'Casey Siemaszko', 'Dick Durock', 'Marshall Bell']","['Oregon', 'body', 'Gordie', 'Vern', 'lives', 'boy', 'boys', 'learning', 'age', 'accidentally']"
136,137,Star Trek,13475,Star Trek,['J.J. Abrams'],"['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot']","['Science Fiction', 'Action', 'Adventure']",64.523,7.4,"['Chris Hemsworth', 'Jennifer Morrison', 'Winona Ryder', 'Zoe Saldaña', 'Tyler Perry', 'Bruce Greenwood', 'Zachary Quinto', 'Simon Pegg', 'Karl Urban', 'Greg Grunberg']","['rivals', 'fate', 'galaxy', 'rests', 'hands', 'bitter', 'James', 'Kirk', 'Spock', 'Iowa']"
137,138,Star Wars: Episode VI - Return of the Jedi,1892,Return of the Jedi,['Richard Marquand'],['Lucasfilm Ltd.'],"['Adventure', 'Action', 'Science Fiction']",39.271,7.9,"['Harrison Ford', 'James Earl Jones', 'Mark Hamill', 'Warwick Davis', 'Frank Oz', 'Carrie Fisher', 'Tony Cox', 'Ian McDiarmid', 'Billy Dee Williams', 'Dermot Crowley']","['Hutt', 'Star', 'Skywalker', 'Han', 'Solo', 'Jabba', 'Emperor', 'Rebellion', 'Death', 'Luke']"
138,139,Strangers on a Train,845,Strangers on a Train,['Alfred Hitchcock'],['Warner Bros. Pictures'],"['Crime', 'Thriller']",63.518,7.7,"['Alfred Hitchcock', 'Ruth Roman', 'Jonathan Hale', 'Kasey Rogers', 'Farley Granger', 'Leo G. Carroll', 'Norma Varden', 'Robert Gist', 'Robert Walker', 'Marion Lorne']","['theory', 'train', 'player', 'met', 'smooth-talking', 'psychotic', 'socialite', 'shares', 'complete', 'strangers']"
139,140,Sunset Boulevard,599,Sunset Boulevard,['Billy Wilder'],['Paramount Pictures'],['Drama'],33.365,8.3,"['William Holden', 'Buster Keaton', 'Jack Warden', 'Gloria Swanson', 'Fred Clark', 'Jack Webb', 'Julia Faye', 'Harold Miller', 'Yvette Vickers', 'Cecil B. DeMille']","['Hollywood', 'obscurity', 'hack', 'screenwriter', 'writes', 'screenplay', 'silent', 'film', 'star', 'faded']"
