epoch,step,train_loss
0,49,3.048290729522705
0,99,2.761676549911499
0,149,2.6732680797576904
0,199,2.618558168411255
0,249,2.5871851444244385
0,299,2.5866382122039795
0,349,2.5826950073242188
0,399,2.5591139793395996
0,449,2.552050828933716
0,499,2.5490665435791016
0,549,2.546570062637329
0,599,2.550858497619629
0,649,2.54573392868042
0,699,2.5295321941375732
0,749,2.5420150756835938
0,799,2.5372045040130615
0,849,2.5345375537872314
0,899,2.53019118309021
0,949,2.522665500640869
0,999,2.523268699645996
0,1049,2.5366287231445312
0,1099,2.5316624641418457
0,1149,2.530759334564209
0,1199,2.5199363231658936
0,1249,2.510969877243042
0,1299,2.532289505004883
0,1349,2.5251712799072266
0,1399,2.5479345321655273
0,1449,2.5199811458587646
0,1499,2.510152816772461
0,1549,2.525865077972412
0,1599,2.534041404724121
0,1649,2.526620626449585
0,1699,2.513339042663574
0,1749,2.530734062194824
0,1799,2.5214288234710693
0,1849,2.5193281173706055
0,1899,2.5338563919067383
0,1949,2.5172183513641357
0,1999,2.5171926021575928
0,2049,2.516554594039917
0,2099,2.513878583908081
0,2149,2.528107166290283
0,2199,2.5213255882263184
0,2249,2.5044147968292236
0,2299,2.515260934829712
0,2349,2.516899347305298
0,2399,2.539311170578003
0,2449,2.521559238433838
0,2499,2.531562328338623
0,2549,2.514197587966919
0,2599,2.5180160999298096
0,2649,2.5065596103668213
0,2699,2.5009865760803223
0,2749,2.519904136657715
0,2799,2.5136711597442627
0,2849,2.520930528640747
0,2899,2.5047447681427
0,2949,2.5241506099700928
0,2999,2.5049757957458496
0,3049,2.5299956798553467
0,3099,2.535374641418457
0,3149,2.529027223587036
0,3199,2.5143723487854004
0,3249,2.5172955989837646
1,3299,2.508941888809204
1,3349,2.538268566131592
1,3399,2.5090854167938232
1,3449,2.511690855026245
1,3499,2.516294240951538
1,3549,2.5080881118774414
1,3599,2.5144848823547363
1,3649,2.5276310443878174
1,3699,2.514249801635742
1,3749,2.5442488193511963
1,3799,2.5055317878723145
1,3849,2.525409460067749
1,3899,2.5067837238311768
1,3949,2.5118227005004883
1,3999,2.5133578777313232
1,4049,2.507178783416748
1,4099,2.5232388973236084
1,4149,2.5118892192840576
1,4199,2.5194852352142334
1,4249,2.5328588485717773
1,4299,2.5132904052734375
1,4349,2.5285463333129883
1,4399,2.5338542461395264
1,4449,2.513047933578491
1,4499,2.5051610469818115
1,4549,2.5378990173339844
1,4599,2.503480911254883
1,4649,2.526510715484619
1,4699,2.517245292663574
1,4749,2.521334648132324
1,4799,2.511021614074707
1,4849,2.5119500160217285
1,4899,2.507974624633789
1,4949,2.526211977005005
1,4999,2.5186257362365723
1,5049,2.5076873302459717
1,5099,2.5291197299957275
1,5149,2.530613899230957
1,5199,2.5241944789886475
1,5249,2.5191307067871094
1,5299,2.5201408863067627
1,5349,2.525798797607422
1,5399,2.5165345668792725
1,5449,2.508820056915283
1,5499,2.5115675926208496
1,5549,2.532849073410034
1,5599,2.5134217739105225
1,5649,2.515037775039673
1,5699,2.5158283710479736
1,5749,2.515977382659912
1,5799,2.51658296585083
1,5849,2.517566680908203
1,5899,2.5163862705230713
1,5949,2.5078630447387695
1,5999,2.5218679904937744
1,6049,2.5334551334381104
1,6099,2.522655487060547
1,6149,2.506955623626709
1,6199,2.5065605640411377
1,6249,2.497199058532715
1,6299,2.5420234203338623
1,6349,2.507486581802368
1,6399,2.503309488296509
1,6449,2.515428304672241
1,6499,2.5101962089538574
2,6549,2.515087604522705
2,6599,2.520794153213501
2,6649,2.520141124725342
2,6699,2.512089252471924
2,6749,2.5147368907928467
2,6799,2.516390800476074
2,6849,2.535635232925415
2,6899,2.4967756271362305
2,6949,2.5106289386749268
2,6999,2.5165016651153564
2,7049,2.5158426761627197
2,7099,2.5177464485168457
2,7149,2.5124242305755615
2,7199,2.5096774101257324
2,7249,2.5106797218322754
2,7299,2.5061264038085938
2,7349,2.5059890747070312
2,7399,2.5043139457702637
2,7449,2.5104002952575684
2,7499,2.533616304397583
2,7549,2.509044647216797
2,7599,2.5135574340820312
2,7649,2.5161995887756348
2,7699,2.517136812210083
2,7749,2.507037401199341
2,7799,2.5041332244873047
2,7849,2.522469997406006
2,7899,2.5197460651397705
2,7949,2.5050625801086426
2,7999,2.5226426124572754
2,8049,2.53177547454834
2,8099,2.5141351222991943
2,8149,2.5222089290618896
2,8199,2.516744613647461
2,8249,2.507209062576294
2,8299,2.5004398822784424
2,8349,2.519796371459961
2,8399,2.523960590362549
2,8449,2.517590045928955
2,8499,2.5008909702301025
2,8549,2.5155880451202393
2,8599,2.5203135013580322
2,8649,2.5122759342193604
2,8699,2.5147337913513184
2,8749,2.5067334175109863
2,8799,2.5164012908935547
2,8849,2.508838653564453
2,8899,2.510124683380127
2,8949,2.51138973236084
2,8999,2.499668836593628
2,9049,2.5046286582946777
2,9099,2.510937213897705
2,9149,2.5286483764648438
2,9199,2.5062315464019775
2,9249,2.512223243713379
2,9299,2.5197460651397705
2,9349,2.532998561859131
2,9399,2.5020036697387695
2,9449,2.51055908203125
2,9499,2.513549327850342
2,9549,2.5054023265838623
2,9599,2.510298252105713
2,9649,2.5431413650512695
2,9699,2.5386862754821777
2,9749,2.5117006301879883
2,9799,2.5273923873901367
3,9849,2.5267508029937744
3,9899,2.511563539505005
3,9949,2.498544454574585
3,9999,2.5004398822784424
3,10049,2.5108935832977295
3,10099,2.5222177505493164
3,10149,2.5098588466644287
3,10199,2.511284589767456
3,10249,2.504742383956909
3,10299,2.5005791187286377
3,10349,2.519496440887451
3,10399,2.5132880210876465
3,10449,2.52125883102417
3,10499,2.5129339694976807
3,10549,2.513228178024292
3,10599,2.5027413368225098
3,10649,2.5100338459014893
3,10699,2.5096235275268555
3,10749,2.503697395324707
3,10799,2.515854835510254
3,10849,2.5240795612335205
3,10899,2.509514093399048
3,10949,2.5178427696228027
3,10999,2.5290935039520264
3,11049,2.519254446029663
3,11099,2.5211410522460938
3,11149,2.4956653118133545
3,11199,2.5180532932281494
3,11249,2.5354912281036377
3,11299,2.5146806240081787
3,11349,2.5115725994110107
3,11399,2.506655693054199
3,11449,2.5115723609924316
3,11499,2.5123131275177
3,11549,2.515331268310547
3,11599,2.4921457767486572
3,11649,2.517524480819702
3,11699,2.50570011138916
3,11749,2.5177736282348633
3,11799,2.5301175117492676
3,11849,2.5042243003845215
3,11899,2.5094289779663086
3,11949,2.501392364501953
3,11999,2.5144660472869873
3,12049,2.5142626762390137
3,12099,2.5084757804870605
3,12149,2.5075936317443848
3,12199,2.49460768699646
3,12249,2.500324010848999
3,12299,2.5163373947143555
3,12349,2.522796392440796
3,12399,2.528198480606079
3,12449,2.5068166255950928
3,12499,2.503483295440674
3,12549,2.513915538787842
3,12599,2.4995760917663574
3,12649,2.519853353500366
3,12699,2.5017635822296143
3,12749,2.513923168182373
3,12799,2.510979175567627
3,12849,2.5157811641693115
3,12899,2.5154175758361816
3,12949,2.5136523246765137
3,12999,2.5115795135498047
3,13049,2.506286382675171
4,13099,2.512418270111084
4,13149,2.5108299255371094
4,13199,2.5148942470550537
4,13249,2.5237529277801514
4,13299,2.535541296005249
4,13349,2.5086112022399902
4,13399,2.507174015045166
4,13449,2.5172879695892334
4,13499,2.51584792137146
4,13549,2.5049631595611572
4,13599,2.5085222721099854
4,13649,2.515427589416504
4,13699,2.534417152404785
4,13749,2.5065996646881104
4,13799,2.488055944442749
4,13849,2.510253667831421
4,13899,2.518948554992676
4,13949,2.497837543487549
4,13999,2.5261127948760986
4,14049,2.5191304683685303
4,14099,2.520181179046631
4,14149,2.503809690475464
4,14199,2.5144426822662354
4,14249,2.4894297122955322
4,14299,2.5067617893218994
4,14349,2.4979639053344727
4,14399,2.5155861377716064
4,14449,2.5192089080810547
4,14499,2.520439863204956
4,14549,2.5157084465026855
4,14599,2.497513771057129
4,14649,2.5045905113220215
4,14699,2.5210394859313965
4,14749,2.5103397369384766
4,14799,2.514136552810669
4,14849,2.49916410446167
4,14899,2.507697105407715
4,14949,2.5021438598632812
4,14999,2.5010533332824707
4,15049,2.513312339782715
4,15099,2.5023462772369385
4,15149,2.5107522010803223
4,15199,2.508023500442505
4,15249,2.5115840435028076
4,15299,2.5280513763427734
